# Program:featureCounts v2.0.6; Command:"featureCounts" "-s" "1" "-M" "-Q" "20" "-T" "5" "-t" "gene" "-g" "gene_id" "-a" "../ref/true_genes_only.gtf" "-o" "../data08/feature/A02-bowtie1.txt" "../data08/bowtie/A02-bowtie1.txt" 
Geneid	Chr	Start	End	Strand	Length	../data08/bowtie/A02-bowtie1.txt
BW25113_RS24020	NZ_CP009273.1	2083477	2083527	+	51	58
BW25113_RS10550	NZ_CP009273.1	2083673	2084572	+	900	160
BW25113_RS10555	NZ_CP009273.1	2084578	2085882	+	1305	119
BW25113_RS10560	NZ_CP009273.1	2085879	2086949	+	1071	77
BW25113_RS10565	NZ_CP009273.1	2086949	2088016	+	1068	257
BW25113_RS10570	NZ_CP009273.1	2088016	2088606	+	591	81
BW25113_RS10575	NZ_CP009273.1	2088606	2089343	+	738	72
BW25113_RS10580	NZ_CP009273.1	2089325	2090101	+	777	88
BW25113_RS10585	NZ_CP009273.1	2090095	2090706	+	612	206
BW25113_RS10590	NZ_CP009273.1	2090802	2091782	-	981	583
BW25113_RS10595	NZ_CP009273.1	2091928	2093094	-	1167	19
BW25113_RS10600	NZ_CP009273.1	2093343	2094749	-	1407	8609
BW25113_RS24030	NZ_CP009273.1	2094877	2095230	-	354	2
BW25113_RS10605	NZ_CP009273.1	2095376	2096356	-	981	21
BW25113_RS10610	NZ_CP009273.1	2096427	2096870	-	444	160
BW25113_RS10615	NZ_CP009273.1	2096872	2097990	-	1119	169
BW25113_RS10620	NZ_CP009273.1	2097975	2098565	-	591	128
BW25113_RS10625	NZ_CP009273.1	2098546	2099538	-	993	272
BW25113_RS10630	NZ_CP009273.1	2099541	2100707	-	1167	52
BW25113_RS10635	NZ_CP009273.1	2100707	2101810	-	1104	479
BW25113_RS10640	NZ_CP009273.1	2101818	2103065	-	1248	64
BW25113_RS10645	NZ_CP009273.1	2103062	2103619	-	558	133
BW25113_RS10650	NZ_CP009273.1	2103619	2104500	-	882	459
BW25113_RS10655	NZ_CP009273.1	2104558	2105457	-	900	171
BW25113_RS10660	NZ_CP009273.1	2105457	2106542	-	1086	348
BW25113_RS10665	NZ_CP009273.1	2106915	2107808	-	894	925
BW25113_RS10670	NZ_CP009273.1	2107983	2109377	-	1395	6
BW25113_RS10675	NZ_CP009273.1	2109388	2110608	-	1221	6
BW25113_RS10680	NZ_CP009273.1	2110605	2111885	-	1281	14
BW25113_RS10685	NZ_CP009273.1	2112161	2113639	-	1479	1
BW25113_RS10690	NZ_CP009273.1	2113641	2115035	-	1395	3
BW25113_RS10695	NZ_CP009273.1	2115090	2116460	-	1371	32
BW25113_RS10700	NZ_CP009273.1	2116565	2118001	-	1437	14
BW25113_RS10705	NZ_CP009273.1	2118004	2119227	-	1224	5
BW25113_RS10710	NZ_CP009273.1	2119224	2119703	-	480	5
BW25113_RS10715	NZ_CP009273.1	2119706	2120671	-	966	38
BW25113_RS10720	NZ_CP009273.1	2120674	2121795	-	1122	129
BW25113_RS10725	NZ_CP009273.1	2121821	2122369	-	549	1
BW25113_RS10730	NZ_CP009273.1	2122385	2123131	-	747	9
BW25113_RS10735	NZ_CP009273.1	2123142	2124359	-	1218	2
BW25113_RS10740	NZ_CP009273.1	2124334	2125551	-	1218	11
BW25113_RS10745	NZ_CP009273.1	2125548	2126036	-	489	2
BW25113_RS10750	NZ_CP009273.1	2126039	2126878	-	840	20
BW25113_RS10755	NZ_CP009273.1	2126971	2129133	-	2163	18
BW25113_RS10760	NZ_CP009273.1	2129136	2129579	-	444	3
BW25113_RS10765	NZ_CP009273.1	2129585	2130724	-	1140	19
BW25113_RS10770	NZ_CP009273.1	2131383	2132966	+	1584	52
BW25113_RS10775	NZ_CP009273.1	2133240	2135093	-	1854	89
BW25113_RS10780	NZ_CP009273.1	2135115	2135696	-	582	586
BW25113_RS10785	NZ_CP009273.1	2135788	2136429	-	642	96
BW25113_RS10790	NZ_CP009273.1	2136747	2140064	+	3318	21
BW25113_RS10795	NZ_CP009273.1	2140173	2141021	-	849	25
BW25113_RS10805	NZ_CP009273.1	2141155	2142507	+	1353	14
BW25113_RS10810	NZ_CP009273.1	2142520	2144466	-	1947	2
BW25113_RS10815	NZ_CP009273.1	2144666	2145127	+	462	3
BW25113_RS10820	NZ_CP009273.1	2145192	2145953	-	762	1
BW25113_RS10825	NZ_CP009273.1	2145950	2146609	-	660	0
BW25113_RS25170	NZ_CP009273.1	2146830	2146889	-	60	0
BW25113_RS25675	NZ_CP009273.1	2147162	2147218	-	57	0
BW25113_RS10830	NZ_CP009273.1	2147497	2148744	+	1248	26
BW25113_RS10835	NZ_CP009273.1	2148744	2151866	+	3123	20
BW25113_RS10840	NZ_CP009273.1	2151867	2154944	+	3078	13
BW25113_RS10845	NZ_CP009273.1	2154945	2156360	+	1416	1
BW25113_RS10850	NZ_CP009273.1	2156357	2157760	+	1404	11
BW25113_RS10855	NZ_CP009273.1	2157757	2158479	+	723	138
BW25113_RS10860	NZ_CP009273.1	2158670	2159002	+	333	15
BW25113_RS10865	NZ_CP009273.1	2159149	2160510	+	1362	71
BW25113_RS24060	NZ_CP009273.1	2160783	2161001	-	219	82
BW25113_RS24065	NZ_CP009273.1	2161083	2161295	-	213	0
BW25113_RS10880	NZ_CP009273.1	2161470	2161787	-	318	6
BW25113_RS10885	NZ_CP009273.1	2162193	2163092	+	900	23
BW25113_RS10890	NZ_CP009273.1	2163174	2163650	-	477	1
BW25113_RS10900	NZ_CP009273.1	2163717	2164879	+	1163	33
BW25113_RS10905	NZ_CP009273.1	2164909	2165208	-	300	65
BW25113_RS10910	NZ_CP009273.1	2165314	2166354	-	1041	6941
BW25113_RS10915	NZ_CP009273.1	2166402	2167757	-	1356	7423
BW25113_RS10920	NZ_CP009273.1	2167761	2168045	-	285	2668
BW25113_RS10925	NZ_CP009273.1	2168076	2168528	-	453	1943
BW25113_RS10930	NZ_CP009273.1	2168538	2169800	-	1263	8639
BW25113_RS10935	NZ_CP009273.1	2169829	2170683	-	855	9422
BW25113_RS10940	NZ_CP009273.1	2170991	2172043	-	1053	251
BW25113_RS10945	NZ_CP009273.1	2172300	2173577	+	1278	12
BW25113_RS10950	NZ_CP009273.1	2173574	2174578	+	1005	59
BW25113_RS10955	NZ_CP009273.1	2174575	2175540	+	966	13
BW25113_RS10960	NZ_CP009273.1	2175514	2176260	-	747	57
BW25113_RS10965	NZ_CP009273.1	2176312	2177130	-	819	2
BW25113_RS10970	NZ_CP009273.1	2177195	2177995	-	801	6
BW25113_RS10975	NZ_CP009273.1	2177992	2178780	-	789	9
BW25113_RS10980	NZ_CP009273.1	2179003	2179275	-	273	39
BW25113_RS10985	NZ_CP009273.1	2179396	2180220	+	825	10
BW25113_RS10990	NZ_CP009273.1	2180439	2180777	+	339	557
BW25113_RS10995	NZ_CP009273.1	2180859	2181893	-	1035	2
BW25113_RS11000	NZ_CP009273.1	2181909	2184389	-	2481	6
BW25113_RS11005	NZ_CP009273.1	2184405	2185079	-	675	2
BW25113_RS11010	NZ_CP009273.1	2185159	2185701	-	543	40
BW25113_RS11020	NZ_CP009273.1	2185994	2186275	-	282	22
BW25113_RS11025	NZ_CP009273.1	2186538	2187647	-	1110	1529
BW25113_RS11030	NZ_CP009273.1	2187779	2189812	+	2034	1104
BW25113_RS25680	NZ_CP009273.1	2189953	2193748	+	3796	3
BW25113_RS11045	NZ_CP009273.1	2193758	2197390	+	3633	1
BW25113_RS11050	NZ_CP009273.1	2197451	2197768	+	318	0
BW25113_RS11055	NZ_CP009273.1	2198075	2199163	+	1089	0
BW25113_RS11060	NZ_CP009273.1	2199174	2201453	+	2280	0
BW25113_RS11065	NZ_CP009273.1	2201446	2202582	+	1137	1
BW25113_RS11070	NZ_CP009273.1	2202579	2204579	+	2001	2
BW25113_RS11075	NZ_CP009273.1	2204704	2205165	+	462	3
BW25113_RS11080	NZ_CP009273.1	2205205	2205675	-	471	89
BW25113_RS11085	NZ_CP009273.1	2205722	2206441	-	720	91
BW25113_RS11090	NZ_CP009273.1	2206438	2208123	-	1686	43
BW25113_RS11095	NZ_CP009273.1	2208345	2209076	+	732	4
BW25113_RS11100	NZ_CP009273.1	2209136	2209243	+	108	72
BW25113_RS11105	NZ_CP009273.1	2209224	2209955	-	732	6
BW25113_RS11110	NZ_CP009273.1	2209960	2210886	-	927	12
BW25113_RS11115	NZ_CP009273.1	2210879	2212036	-	1158	12
BW25113_RS11120	NZ_CP009273.1	2212043	2212960	-	918	64
BW25113_RS11125	NZ_CP009273.1	2213171	2215468	-	2298	298
BW25113_RS11130	NZ_CP009273.1	2215664	2217379	+	1716	714
BW25113_RS11135	NZ_CP009273.1	2217417	2218349	-	933	172
BW25113_RS11140	NZ_CP009273.1	2218523	2219110	-	588	3
BW25113_RS11145	NZ_CP009273.1	2219280	2219858	+	579	43
BW25113_RS11150	NZ_CP009273.1	2219988	2220749	-	762	10
BW25113_RS11155	NZ_CP009273.1	2220802	2222237	-	1436	0
BW25113_RS11160	NZ_CP009273.1	2222461	2222544	+	84	15
BW25113_RS11165	NZ_CP009273.1	2222917	2223864	-	948	17
BW25113_RS11170	NZ_CP009273.1	2224103	2224501	+	399	11
BW25113_RS11175	NZ_CP009273.1	2224498	2225193	+	696	11
BW25113_RS11180	NZ_CP009273.1	2225323	2226207	+	885	3903
BW25113_RS11185	NZ_CP009273.1	2226357	2227076	+	720	25
BW25113_RS11190	NZ_CP009273.1	2227079	2227318	+	240	44
BW25113_RS11195	NZ_CP009273.1	2227512	2228750	+	1239	132
BW25113_RS11200	NZ_CP009273.1	2228744	2229979	+	1236	109
BW25113_RS11205	NZ_CP009273.1	2230222	2231232	-	1011	720
BW25113_RS11210	NZ_CP009273.1	2231248	2232768	-	1521	772
BW25113_RS11215	NZ_CP009273.1	2232829	2233827	-	999	7475
BW25113_RS11220	NZ_CP009273.1	2234107	2235147	-	1041	131
BW25113_RS11230	NZ_CP009273.1	2235289	2236446	-	1158	15
BW25113_RS11235	NZ_CP009273.1	2236463	2237131	-	669	634
BW25113_RS11245	NZ_CP009273.1	2237389	2238225	+	837	309
BW25113_RS11250	NZ_CP009273.1	2238257	2240248	-	1992	609
BW25113_RS11255	NZ_CP009273.1	2240542	2242011	-	1470	74
BW25113_RS11260	NZ_CP009273.1	2242216	2243097	-	882	170
BW25113_RS11265	NZ_CP009273.1	2243196	2244245	+	1050	39
BW25113_RS11270	NZ_CP009273.1	2244319	2245176	+	858	249
BW25113_RS11275	NZ_CP009273.1	2245179	2246267	+	1089	18
BW25113_RS11280	NZ_CP009273.1	2246374	2247624	-	1251	4
BW25113_RS11285	NZ_CP009273.1	2247724	2248665	-	942	0
BW25113_RS11290	NZ_CP009273.1	2248795	2249493	+	699	12
BW25113_RS11295	NZ_CP009273.1	2249564	2250814	-	1251	6
BW25113_RS11300	NZ_CP009273.1	2250908	2251846	-	939	45
BW25113_RS11305	NZ_CP009273.1	2251834	2252775	-	942	7
BW25113_RS11310	NZ_CP009273.1	2253198	2254889	-	1692	719
BW25113_RS11315	NZ_CP009273.1	2254906	2255844	-	939	314
BW25113_RS11320	NZ_CP009273.1	2255844	2256974	-	1131	434
BW25113_RS11325	NZ_CP009273.1	2257342	2258523	+	1182	1
BW25113_RS11330	NZ_CP009273.1	2258520	2258774	-	255	2
BW25113_RS11335	NZ_CP009273.1	2258929	2259501	+	573	921
BW25113_RS11340	NZ_CP009273.1	2259724	2261190	+	1467	142
BW25113_RS11345	NZ_CP009273.1	2261308	2262294	+	987	127
BW25113_RS11350	NZ_CP009273.1	2262333	2263046	+	714	59
BW25113_RS11355	NZ_CP009273.1	2263458	2264024	+	567	1921
BW25113_RS11360	NZ_CP009273.1	2264205	2265761	+	1557	39
BW25113_RS11365	NZ_CP009273.1	2265843	2267657	+	1815	80
BW25113_RS11370	NZ_CP009273.1	2267658	2268752	+	1095	22
BW25113_RS11375	NZ_CP009273.1	2268752	2269777	+	1026	22
BW25113_RS11380	NZ_CP009273.1	2269779	2271368	+	1590	34
BW25113_RS11385	NZ_CP009273.1	2271372	2271716	-	345	96
BW25113_RS11390	NZ_CP009273.1	2272049	2273239	-	1191	52
BW25113_RS11395	NZ_CP009273.1	2273267	2273962	-	696	179
BW25113_RS11400	NZ_CP009273.1	2274111	2275871	+	1761	31
BW25113_RS11405	NZ_CP009273.1	2275996	2276280	+	285	3759
BW25113_RS11410	NZ_CP009273.1	2276419	2277426	-	1008	301
BW25113_RS11415	NZ_CP009273.1	2277608	2277835	+	228	149
BW25113_RS11420	NZ_CP009273.1	2277855	2279615	+	1761	100
BW25113_RS11430	NZ_CP009273.1	2279869	2282400	-	2532	23
BW25113_RS11435	NZ_CP009273.1	2282544	2283524	-	981	25
BW25113_RS11445	NZ_CP009273.1	2283979	2284626	+	648	414
BW25113_RS11450	NZ_CP009273.1	2284837	2285889	-	1053	14
BW25113_RS11455	NZ_CP009273.1	2285886	2286443	-	558	9
BW25113_RS11460	NZ_CP009273.1	2286440	2288383	-	1944	18
BW25113_RS11465	NZ_CP009273.1	2288380	2288859	-	480	19
BW25113_RS11470	NZ_CP009273.1	2288856	2289065	-	210	17
BW25113_RS11475	NZ_CP009273.1	2289062	2289799	-	738	21
BW25113_RS11480	NZ_CP009273.1	2289841	2290503	-	663	18
BW25113_RS11485	NZ_CP009273.1	2290500	2291123	-	624	13
BW25113_RS11490	NZ_CP009273.1	2291136	2291738	-	603	10
BW25113_RS11495	NZ_CP009273.1	2291748	2292197	-	450	21
BW25113_RS11500	NZ_CP009273.1	2292194	2293057	-	864	7
BW25113_RS11505	NZ_CP009273.1	2293044	2293739	-	696	33
BW25113_RS11510	NZ_CP009273.1	2293746	2296232	-	2487	403
BW25113_RS11515	NZ_CP009273.1	2296229	2296492	-	264	17
BW25113_RS11520	NZ_CP009273.1	2296482	2296976	-	495	43
BW25113_RS25870	NZ_CP009273.1	2297085	2297249	+	165	0
BW25113_RS11530	NZ_CP009273.1	2297363	2297872	+	510	1361
BW25113_RS11535	NZ_CP009273.1	2298587	2300233	-	1647	318
BW25113_RS11540	NZ_CP009273.1	2300451	2302094	-	1644	67
BW25113_RS11545	NZ_CP009273.1	2302170	2302820	-	651	6
BW25113_RS11550	NZ_CP009273.1	2302820	2303884	-	1065	8
BW25113_RS11555	NZ_CP009273.1	2303958	2305013	-	1056	17
BW25113_RS11560	NZ_CP009273.1	2305125	2306228	-	1104	81628
BW25113_RS11575	NZ_CP009273.1	2306967	2309639	+	2673	200
BW25113_RS11580	NZ_CP009273.1	2309656	2310306	+	651	1527
BW25113_RS11585	NZ_CP009273.1	2310506	2313355	-	2850	85
BW25113_RS11590	NZ_CP009273.1	2313522	2315348	+	1827	19
BW25113_RS11595	NZ_CP009273.1	2315345	2316730	+	1386	73
BW25113_RS11600	NZ_CP009273.1	2316926	2317588	+	663	0
BW25113_RS11605	NZ_CP009273.1	2317588	2318238	+	651	0
BW25113_RS11610	NZ_CP009273.1	2318235	2319557	+	1323	0
BW25113_RS11615	NZ_CP009273.1	2319588	2320772	+	1185	5
BW25113_RS11620	NZ_CP009273.1	2320846	2321622	-	777	1
BW25113_RS11625	NZ_CP009273.1	2321627	2323276	-	1650	0
BW25113_RS11635	NZ_CP009273.1	2323277	2327791	-	4515	2
BW25113_RS11640	NZ_CP009273.1	2327815	2328438	-	624	0
BW25113_RS11645	NZ_CP009273.1	2328435	2330123	-	1689	6
BW25113_RS11650	NZ_CP009273.1	2330272	2332899	-	2628	2516
BW25113_RS11655	NZ_CP009273.1	2333046	2333768	+	723	422
BW25113_RS11660	NZ_CP009273.1	2333896	2337648	-	3753	4
BW25113_RS26375	NZ_CP009273.1	2338073	2338216	-	144	0
BW25113_RS11670	NZ_CP009273.1	2338344	2340629	+	2286	1115
BW25113_RS11675	NZ_CP009273.1	2340863	2341993	+	1131	605
BW25113_RS11680	NZ_CP009273.1	2341993	2342247	+	255	16
BW25113_RS11685	NZ_CP009273.1	2342301	2342951	-	651	140
BW25113_RS26180	NZ_CP009273.1	2343031	2343135	-	105	0
BW25113_RS11690	NZ_CP009273.1	2343130	2343372	+	243	0
BW25113_RS11695	NZ_CP009273.1	2343414	2344490	-	1077	4515
BW25113_RS11700	NZ_CP009273.1	2344495	2345853	-	1359	5781
BW25113_RS11705	NZ_CP009273.1	2346126	2347754	+	1629	1968
BW25113_RS11710	NZ_CP009273.1	2347744	2349003	+	1260	912
BW25113_RS11715	NZ_CP009273.1	2349000	2350190	+	1191	997
BW25113_RS11720	NZ_CP009273.1	2350383	2351282	+	900	37
BW25113_RS11725	NZ_CP009273.1	2351283	2351480	+	198	7
BW25113_RS11730	NZ_CP009273.1	2351521	2352324	-	804	14
BW25113_RS11735	NZ_CP009273.1	2352342	2353631	-	1290	2
BW25113_RS11740	NZ_CP009273.1	2353688	2354893	-	1206	33
BW25113_RS11745	NZ_CP009273.1	2354908	2355690	-	783	5
BW25113_RS11750	NZ_CP009273.1	2355910	2357112	-	1203	525
BW25113_RS11755	NZ_CP009273.1	2357212	2357754	-	543	100
BW25113_RS11760	NZ_CP009273.1	2358033	2358458	+	426	83
BW25113_RS11765	NZ_CP009273.1	2358497	2359099	-	603	0
BW25113_RS11770	NZ_CP009273.1	2359407	2360546	+	1140	8
BW25113_RS11775	NZ_CP009273.1	2360550	2361518	+	969	3
BW25113_RS11780	NZ_CP009273.1	2361518	2363500	+	1983	8
BW25113_RS11785	NZ_CP009273.1	2363497	2364387	+	891	2
BW25113_RS11790	NZ_CP009273.1	2364387	2366039	+	1653	1
BW25113_RS11795	NZ_CP009273.1	2366036	2366371	+	336	4
BW25113_RS11800	NZ_CP009273.1	2366371	2366757	+	387	0
BW25113_RS11805	NZ_CP009273.1	2366751	2367017	-	267	117
BW25113_RS11810	NZ_CP009273.1	2367127	2368482	-	1356	28
BW25113_RS11815	NZ_CP009273.1	2368479	2369441	-	963	102
BW25113_RS11820	NZ_CP009273.1	2369441	2370298	-	858	676
BW25113_RS11825	NZ_CP009273.1	2370313	2371071	-	759	15
BW25113_RS11830	NZ_CP009273.1	2371068	2372738	-	1671	73
BW25113_RS11835	NZ_CP009273.1	2372827	2374122	-	1296	96
BW25113_RS11840	NZ_CP009273.1	2374201	2374506	-	306	594
BW25113_RS11845	NZ_CP009273.1	2374561	2375022	-	462	174
BW25113_RS11850	NZ_CP009273.1	2375087	2376004	+	918	82
BW25113_RS11855	NZ_CP009273.1	2376192	2377403	+	1212	9
BW25113_RS11860	NZ_CP009273.1	2377474	2379201	-	1728	3
BW25113_RS11865	NZ_CP009273.1	2379339	2380310	+	972	1
BW25113_RS11870	NZ_CP009273.1	2380413	2380916	+	504	10
BW25113_RS11875	NZ_CP009273.1	2381189	2381905	-	717	4
BW25113_RS11880	NZ_CP009273.1	2382114	2382536	+	423	8
BW25113_RS11885	NZ_CP009273.1	2382595	2383443	+	849	1
BW25113_RS11890	NZ_CP009273.1	2383527	2384984	-	1458	665
BW25113_RS11895	NZ_CP009273.1	2384991	2386520	-	1530	506
BW25113_RS11900	NZ_CP009273.1	2386684	2388525	-	1842	658
BW25113_RS11905	NZ_CP009273.1	2388522	2388824	-	303	183
BW25113_RS11910	NZ_CP009273.1	2388821	2389375	-	555	279
BW25113_RS11915	NZ_CP009273.1	2389387	2389929	-	543	320
BW25113_RS11920	NZ_CP009273.1	2389944	2390921	-	978	527
BW25113_RS11925	NZ_CP009273.1	2390918	2393644	-	2727	2387
BW25113_RS11930	NZ_CP009273.1	2393697	2395034	-	1338	1370
BW25113_RS11935	NZ_CP009273.1	2395031	2395531	-	501	1012
BW25113_RS11940	NZ_CP009273.1	2395534	2397336	-	1803	1960
BW25113_RS11945	NZ_CP009273.1	2397430	2398092	-	663	1788
BW25113_RS11950	NZ_CP009273.1	2398108	2398551	-	444	790
BW25113_RS11955	NZ_CP009273.1	2399182	2400120	-	939	143
BW25113_RS11960	NZ_CP009273.1	2401040	2402257	+	1218	282
BW25113_RS11965	NZ_CP009273.1	2402341	2402940	+	600	165
BW25113_RS11970	NZ_CP009273.1	2402999	2404831	-	1833	64
BW25113_RS11975	NZ_CP009273.1	2404918	2405568	-	651	230
BW25113_RS11980	NZ_CP009273.1	2405579	2406073	-	495	1689
BW25113_RS11985	NZ_CP009273.1	2406156	2406611	-	456	132
BW25113_RS11995	NZ_CP009273.1	2406949	2408151	+	1203	1992
BW25113_RS12000	NZ_CP009273.1	2408226	2410370	+	2145	3051
BW25113_RS12005	NZ_CP009273.1	2410560	2412080	+	1521	24
BW25113_RS12010	NZ_CP009273.1	2412113	2412655	-	543	320
BW25113_RS12015	NZ_CP009273.1	2412713	2413264	-	552	356
BW25113_RS12020	NZ_CP009273.1	2413320	2413964	-	645	31
BW25113_RS12025	NZ_CP009273.1	2414100	2414747	+	648	50
BW25113_RS12030	NZ_CP009273.1	2414804	2415166	+	363	578
BW25113_RS12035	NZ_CP009273.1	2415187	2416080	+	894	331
BW25113_RS12040	NZ_CP009273.1	2416128	2417018	-	891	46
BW25113_RS12045	NZ_CP009273.1	2417215	2417988	-	774	68
BW25113_RS12050	NZ_CP009273.1	2417996	2418712	-	717	13
BW25113_RS12055	NZ_CP009273.1	2418709	2419395	-	687	17
BW25113_RS12060	NZ_CP009273.1	2419485	2420267	-	783	258
BW25113_RS12065	NZ_CP009273.1	2420488	2421270	-	783	213
BW25113_RS12070	NZ_CP009273.1	2421536	2422105	-	570	32
BW25113_RS12075	NZ_CP009273.1	2422200	2423717	-	1518	49
BW25113_RS12080	NZ_CP009273.1	2423754	2424242	-	489	24
BW25113_RS12085	NZ_CP009273.1	2424501	2425163	-	663	115
BW25113_RS12090	NZ_CP009273.1	2425153	2426421	-	1269	199
BW25113_RS12095	NZ_CP009273.1	2426491	2427405	-	915	1298
BW25113_RS12100	NZ_CP009273.1	2427561	2428220	-	660	77
BW25113_RS12105	NZ_CP009273.1	2428303	2429115	-	813	49
BW25113_RS12110	NZ_CP009273.1	2429115	2430128	-	1014	227
BW25113_RS12115	NZ_CP009273.1	2430194	2431330	-	1137	399
BW25113_RS12120	NZ_CP009273.1	2431429	2432424	+	996	60
BW25113_RS12125	NZ_CP009273.1	2432421	2433599	-	1179	7
BW25113_RS12130	NZ_CP009273.1	2433864	2435084	-	1221	8766
BW25113_RS12135	NZ_CP009273.1	2435243	2437249	+	2007	110
BW25113_RS12140	NZ_CP009273.1	2437370	2437648	-	279	200
BW25113_RS12145	NZ_CP009273.1	2437682	2438230	-	549	31
BW25113_RS12150	NZ_CP009273.1	2438230	2439039	-	810	26
BW25113_RS12155	NZ_CP009273.1	2439039	2439863	-	825	38
BW25113_RS12160	NZ_CP009273.1	2439867	2440952	-	1086	245
BW25113_RS12165	NZ_CP009273.1	2440987	2441919	-	933	672
BW25113_RS12170	NZ_CP009273.1	2442085	2442636	+	552	176
BW25113_RS12175	NZ_CP009273.1	2442707	2443528	-	822	40
BW25113_RS12180	NZ_CP009273.1	2443530	2444069	-	540	0
BW25113_RS12185	NZ_CP009273.1	2444066	2444554	-	489	0
BW25113_RS12190	NZ_CP009273.1	2444551	2445063	-	513	0
BW25113_RS12195	NZ_CP009273.1	2445063	2445815	-	753	3
BW25113_RS12200	NZ_CP009273.1	2445835	2448480	-	2646	9
BW25113_RS12205	NZ_CP009273.1	2448562	2449125	-	564	0
BW25113_RS12210	NZ_CP009273.1	2449806	2450291	-	486	91
BW25113_RS12215	NZ_CP009273.1	2450494	2452638	-	2145	174
BW25113_RS12220	NZ_CP009273.1	2452638	2453948	-	1311	181
BW25113_RS12225	NZ_CP009273.1	2454129	2454413	-	285	1342
BW25113_RS12230	NZ_CP009273.1	2454785	2456125	+	1341	592
BW25113_RS12235	NZ_CP009273.1	2456491	2457549	+	1059	13
BW25113_RS12240	NZ_CP009273.1	2457731	2458486	-	756	696
BW25113_RS12245	NZ_CP009273.1	2458780	2459712	+	933	17
BW25113_RS12255	NZ_CP009273.1	2460024	2461181	+	1158	147
BW25113_RS12260	NZ_CP009273.1	2461334	2461696	+	363	65
BW25113_RS12265	NZ_CP009273.1	2461693	2462613	+	921	351
BW25113_RS12270	NZ_CP009273.1	2462610	2463941	+	1332	301
BW25113_RS26185	NZ_CP009273.1	2463976	2464122	-	147	93
BW25113_RS12275	NZ_CP009273.1	2464294	2464584	+	291	10
BW25113_RS12280	NZ_CP009273.1	2464556	2464996	-	441	10
BW25113_RS12285	NZ_CP009273.1	2465023	2465658	-	636	0
BW25113_RS12290	NZ_CP009273.1	2465600	2465866	-	267	0
BW25113_RS12295	NZ_CP009273.1	2465866	2466360	-	495	0
BW25113_RS26000	NZ_CP009273.1	2466357	2467064	-	708	0
BW25113_RS12305	NZ_CP009273.1	2467083	2467445	+	363	0
BW25113_RS12310	NZ_CP009273.1	2467511	2468335	+	825	10
BW25113_RS12315	NZ_CP009273.1	2468463	2468999	+	537	0
BW25113_RS12320	NZ_CP009273.1	2468990	2469352	+	363	0
BW25113_RS12325	NZ_CP009273.1	2469352	2469657	+	306	0
BW25113_RS12330	NZ_CP009273.1	2469789	2469989	+	201	8
BW25113_RS12335	NZ_CP009273.1	2470173	2471108	-	936	110
BW25113_RS12340	NZ_CP009273.1	2471326	2472663	+	1338	163
BW25113_RS12345	NZ_CP009273.1	2472681	2474009	+	1329	1107
BW25113_RS12350	NZ_CP009273.1	2474117	2475655	-	1539	2
BW25113_RS12355	NZ_CP009273.1	2475655	2476818	-	1164	1
BW25113_RS12360	NZ_CP009273.1	2477234	2477848	+	615	384
BW25113_RS12365	NZ_CP009273.1	2477853	2481446	+	3594	154
BW25113_RS12370	NZ_CP009273.1	2481502	2482647	-	1146	6
BW25113_RS12375	NZ_CP009273.1	2482721	2483665	-	945	1
BW25113_RS12380	NZ_CP009273.1	2483735	2485429	-	1695	3
BW25113_RS12385	NZ_CP009273.1	2485483	2486733	-	1251	9
BW25113_RS12390	NZ_CP009273.1	2487246	2487881	-	636	10
BW25113_RS12395	NZ_CP009273.1	2488177	2488452	+	276	0
BW25113_RS12405	NZ_CP009273.1	2488529	2488771	-	243	95
BW25113_RS12410	NZ_CP009273.1	2489124	2490044	+	921	3
BW25113_RS25205	NZ_CP009273.1	2490400	2490471	+	72	11
BW25113_RS12415	NZ_CP009273.1	2490536	2491774	-	1239	492
BW25113_RS12420	NZ_CP009273.1	2492150	2493847	+	1698	14
BW25113_RS12425	NZ_CP009273.1	2493862	2494596	+	735	58
BW25113_RS12430	NZ_CP009273.1	2494609	2495466	+	858	9
BW25113_RS12435	NZ_CP009273.1	2495469	2497964	-	2496	13
BW25113_RS12440	NZ_CP009273.1	2497989	2499026	-	1038	1
BW25113_RS12445	NZ_CP009273.1	2499026	2500111	-	1086	3
BW25113_RS12450	NZ_CP009273.1	2500126	2501373	-	1248	2
BW25113_RS12455	NZ_CP009273.1	2501395	2501721	-	327	0
BW25113_RS12460	NZ_CP009273.1	2501940	2502905	-	966	2094
BW25113_RS12465	NZ_CP009273.1	2503109	2504365	+	1257	12
BW25113_RS12470	NZ_CP009273.1	2504480	2504806	+	327	44
BW25113_RS12480	NZ_CP009273.1	2504947	2506185	-	1239	108
BW25113_RS12485	NZ_CP009273.1	2506521	2507723	+	1203	715
BW25113_RS12490	NZ_CP009273.1	2507810	2508922	+	1113	51
BW25113_RS12495	NZ_CP009273.1	2509122	2511311	-	2190	33
BW25113_RS12510	NZ_CP009273.1	2511931	2512290	+	360	54
BW25113_RS12515	NZ_CP009273.1	2512292	2512684	+	393	80
BW25113_RS12520	NZ_CP009273.1	2512736	2514151	-	1416	1377
BW25113_RS12540	NZ_CP009273.1	2514952	2515836	-	885	37
BW25113_RS12545	NZ_CP009273.1	2515877	2516035	-	159	0
BW25113_RS12550	NZ_CP009273.1	2516088	2517344	-	1257	4
BW25113_RS12555	NZ_CP009273.1	2517404	2518237	-	834	7
